STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,nearfd,triangle_census_total_population,triangle_census_total_households,triangle_census_seniors_65plus,triangle_census_race_white_alone,triangle_census_race_black_african_american_alone,triangle_census_race_asian_alone,triangle_census_race_other,triangle_census_zero_vehicle_households,triangle_census_households_income_less_than_35k,triangle_census_hispanic
"37","183","052701","1","371830527011",Block Group 1,G5030,S,"1528482","3639","+35.8432686","-078.6214166","1","2638","986","473","1886","188","215","349","41","185","597"
"37","183","052706","2","371830527062",Block Group 2,G5030,S,"1706038","0","+35.8056160","-078.5955096","1","1428","602","73","346","569","53","460","82","95","683"
"37","183","052806","3","371830528063",Block Group 3,G5030,S,"2310434","0","+35.7527949","-078.5493109","1","2411","772","124","1275","844","0","292","0","171","1219"
"37","183","053713","2","371830537132",Block Group 2,G5030,S,"595500","0","+35.8811493","-078.6926660","1","1797","869","75","1211","498","0","88","0","244","192"
"37","183","053722","2","371830537222",Block Group 2,G5030,S,"956112","0","+35.8879560","-078.6733165","1","1780","844","730","1600","79","22","79","152","157","41"
"37","183","053714","3","371830537143",Block Group 3,G5030,S,"596475","0","+35.8803143","-078.6814448","1","906","497","173","771","87","48","0","12","105","8"
"37","183","053900","3","371830539003",Block Group 3,G5030,S,"14228833","42155","+36.0271430","-078.5877120","0","2102","695","169","1832","208","62","0","74","90","70"
"37","183","054015","1","371830540151",Block Group 1,G5030,S,"4787880","0","+35.8640955","-078.5677413","1","4320","1813","365","1917","1452","159","792","35","475","791"
"37","183","054018","2","371830540182",Block Group 2,G5030,S,"1249965","0","+35.8718535","-078.5872235","1","2068","1101","118","612","1074","259","123","40","333","166"
"37","183","053900","1","371830539001",Block Group 1,G5030,S,"44451093","14793443","+36.0486545","-078.6885327","0","770","381","207","649","121","0","0","13","113","0"
"37","183","054302","2","371830543022",Block Group 2,G5030,S,"7800527","182026","+35.8383362","-078.2902349","1","934","412","250","713","110","0","111","0","15","143"
"37","183","050300","2","371830503002",Block Group 2,G5030,S,"345246","0","+35.7849496","-078.6485203","1","1626","1308","416","1228","277","75","46","261","486","37"
"37","063","001801","5","370630018015",Block Group 5,G5030,S,"22855826","6190056","+36.0732993","-078.8114451","0","358","156","103","229","92","0","37","0","48","39"
"37","063","002100","2","370630021002",Block Group 2,G5030,S,"85024145","2722779","+36.1894820","-078.8518727","0","5110","808","623","2784","1874","32","420","62","163","461"
"37","063","002017","1","370630020171",Block Group 1,G5030,S,"11196323","74328","+35.9995520","-078.9848185","1","2652","858","293","2208","61","225","158","0","13","67"
"37","063","000301","2","370630003012",Block Group 2,G5030,S,"263300","0","+36.0151670","-078.9144127","1","592","255","68","242","296","28","26","57","90","11"
"37","063","001801","1","370630018011",Block Group 1,G5030,S,"4604675","15842","+36.0139746","-078.8472322","1","1616","655","133","683","834","0","99","28","65","83"
"37","063","001900","1","370630019001",Block Group 1,G5030,S,"23208879","153642","+35.9600182","-078.7735287","1","1806","997","1028","1460","225","121","0","0","108","33"
"37","063","001601","1","370630016011",Block Group 1,G5030,S,"15182802","274080","+36.1100579","-078.8730787","0","1342","496","319","1032","227","21","62","0","62","267"
"37","063","002007","2","370630020072",Block Group 2,G5030,S,"3292844","34988","+35.9420941","-078.9413441","1","2328","1111","469","1621","684","12","11","53","202","31"
"37","063","001603","2","370630016032",Block Group 2,G5030,S,"5636953","37052","+36.0933829","-078.9233072","1","3294","1244","549","1937","1093","151","113","0","252","135"
"37","063","001604","2","370630016042",Block Group 2,G5030,S,"7187287","111803","+36.0855286","-078.9646727","0","2817","1166","817","2432","253","41","91","53","102","70"
"37","063","000900","2","370630009002",Block Group 2,G5030,S,"506850","0","+36.0000173","-078.8894002","1","751","292","104","191","502","6","52","41","111","92"
"37","063","001900","2","370630019002",Block Group 2,G5030,S,"35185901","8509500","+35.9932527","-078.7421247","0","2612","1206","336","2004","327","151","130","0","172","133"
"37","183","050400","1","371830504001",Block Group 1,G5030,S,"1532292","0","+35.7968576","-078.6353908","1","1115","501","83","937","20","133","25","11","50","16"
"37","063","001603","4","370630016034",Block Group 4,G5030,S,"13446147","130631","+36.1331720","-078.9302728","0","1715","744","382","1586","110","0","19","0","93","102"
"37","063","001801","4","370630018014",Block Group 4,G5030,S,"7137684","80993","+36.0420347","-078.8362486","1","2296","630","334","1029","1111","0","156","14","150","770"
"37","063","002018","2","370630020182",Block Group 2,G5030,S,"4548413","12723","+35.9460969","-078.9891554","1","4033","1744","433","1828","1514","240","451","67","301","923"
"37","063","002008","2","370630020082",Block Group 2,G5030,S,"2990151","6329","+35.9374048","-078.9571883","1","2111","814","362","1771","204","41","95","0","41","64"
"37","063","001301","1","370630013011",Block Group 1,G5030,S,"747644","757","+35.9800040","-078.8991045","1","1382","543","174","135","1139","5","103","112","299","177"
"37","063","001709","2","370630017092",Block Group 2,G5030,S,"910792","0","+36.0336629","-078.8782431","1","872","418","179","0","797","0","75","26","245","75"
"37","063","001601","2","370630016012",Block Group 2,G5030,S,"6499041","141866","+36.0791223","-078.8735727","1","3841","1306","661","1816","1629","78","318","26","365","414"
"37","063","001604","1","370630016041",Block Group 1,G5030,S,"5051502","85019","+36.0727931","-078.9568283","0","1931","827","512","1720","47","0","164","0","104","83"
"37","063","000900","1","370630009001",Block Group 1,G5030,S,"518688","0","+35.9998980","-078.8827337","1","959","350","86","420","418","10","111","100","235","408"
"37","063","002100","3","370630021003",Block Group 3,G5030,S,"50150344","517531","+36.1945150","-078.9358988","0","1810","719","404","1496","290","0","24","0","123","19"
"37","063","002013","2","370630020132",Block Group 2,G5030,S,"1469728","2473","+35.8951783","-078.9060349","1","1016","421","234","593","392","0","31","32","83","18"
"37","063","000500","2","370630005002",Block Group 2,G5030,S,"466288","0","+35.9995740","-078.9179701","1","576","305","42","377","163","13","23","38","133","0"
"37","135","012202","1","371350122021",Block Group 1,G5030,S,"980653","0","+35.8955670","-079.0686854","1","1091","502","252","814","162","62","53","162","302","217"
"37","135","010704","2","371350107042",Block Group 2,G5030,S,"2814173","99839","+35.8898420","-079.0877596","1","1654","800","113","1097","455","33","69","28","230","103"
"37","135","010703","1","371350107031",Block Group 1,G5030,S,"1172532","1033","+35.9117711","-079.0905212","1","2982","1391","200","2013","552","290","127","223","605","110"
"37","135","011102","2","371350111022",Block Group 2,G5030,S,"10351658","69258","+36.0376721","-079.1203956","1","1400","589","187","1207","0","25","168","14","214","506"
"37","135","011102","3","371350111023",Block Group 3,G5030,S,"2905164","21662","+36.0480766","-079.1100889","1","1893","784","193","1262","457","0","174","104","331","178"
"37","135","011000","2","371350110002",Block Group 2,G5030,S,"10745835","189803","+36.0703506","-079.0744301","1","1334","540","425","1116","193","0","25","74","122","29"
"37","183","053105","1","371830531051",Block Group 1,G5030,S,"7868836","62913","+35.6081409","-078.7883312","1","4346","1597","860","3931","329","27","59","7","261","744"
"37","135","012201","1","371350122011",Block Group 1,G5030,S,"13149561","33732","+35.8810412","-079.0236233","1","2068","786","387","1665","227","149","27","16","73","74"
"37","135","012201","2","371350122012",Block Group 2,G5030,S,"6738755","36744","+35.8732197","-079.0591030","1","746","299","169","671","29","30","16","0","34","8"
"37","135","011901","3","371350119013",Block Group 3,G5030,S,"830601","0","+35.9380037","-079.0485851","1","1061","473","126","814","37","201","9","0","196","115"
"37","135","011601","2","371350116012",Block Group 2,G5030,S,"433572","0","+35.9102163","-079.0496569","1","1874","19","0","1446","164","160","104","3","3","174"
"37","135","011602","2","371350116022",Block Group 2,G5030,S,"589978","0","+35.9049393","-079.0500792","1","1211","8","0","973","129","73","36","4","8","103"
"37","135","011602","3","371350116023",Block Group 3,G5030,S,"586277","0","+35.9001624","-079.0440412","1","3894","279","0","2578","368","693","255","59","174","346"
"37","063","001002","1","370630010021",Block Group 1,G5030,S,"1644482","0","+36.0004542","-078.8686807","1","3056","989","138","1317","938","0","801","400","713","1863"
"37","063","001002","2","370630010022",Block Group 2,G5030,S,"900480","0","+35.9872941","-078.8665987","1","674","368","92","189","431","0","54","18","296","100"
"37","063","001002","3","370630010023",Block Group 3,G5030,S,"333039","0","+35.9915803","-078.8752644","1","860","355","137","338","522","0","0","34","237","285"
"37","063","001002","4","370630010024",Block Group 4,G5030,S,"470806","0","+35.9974610","-078.8760939","1","1341","530","47","767","352","176","46","143","338","644"
"37","063","001100","1","370630011001",Block Group 1,G5030,S,"707568","0","+35.9934406","-078.8905943","1","1760","717","216","646","1030","0","84","222","437","289"
"37","063","001100","2","370630011002",Block Group 2,G5030,S,"688454","0","+35.9868109","-078.8895496","1","1423","629","203","408","974","0","41","206","456","332"
"37","063","001303","1","370630013031",Block Group 1,G5030,S,"1128744","0","+35.9734232","-078.9000473","1","3354","450","220","502","2584","87","181","86","234","147"
"37","063","001304","1","370630013041",Block Group 1,G5030,S,"1709176","0","+35.9666288","-078.9098455","1","3411","1188","351","635","2330","0","446","421","701","640"
"37","063","001400","2","370630014002",Block Group 2,G5030,S,"1435570","0","+35.9781690","-078.8846617","1","2044","657","107","219","1645","0","180","180","512","334"
"37","063","001501","1","370630015011",Block Group 1,G5030,S,"2738186","1510","+36.0014213","-078.9405675","1","3387","17","0","1737","889","596","165","6","12","290"
"37","063","001502","1","370630015021",Block Group 1,G5030,S,"887334","0","+36.0126786","-078.9404539","1","2649","1203","291","1110","1002","239","298","262","839","685"
"37","063","001502","2","370630015022",Block Group 2,G5030,S,"159829","12930","+36.0096453","-078.9455301","1","828","552","0","379","20","418","11","46","318","21"
"37","063","001303","2","370630013032",Block Group 2,G5030,S,"396759","0","+35.9711730","-078.9048006","1","631","261","104","58","544","0","29","51","94","0"
"37","063","001503","1","370630015031",Block Group 1,G5030,S,"419510","0","+36.0068443","-078.9156693","1","1727","0","0","877","418","342","90","0","0","130"
"37","063","001601","3","370630016013",Block Group 3,G5030,S,"4746724","57205","+36.1056033","-078.8989338","1","1252","557","247","1057","195","0","0","47","45","0"
"37","063","001001","1","370630010011",Block Group 1,G5030,S,"504751","1025","+35.9930799","-078.8809134","1","864","359","92","487","218","0","159","58","165","364"
"37","063","002008","1","370630020081",Block Group 1,G5030,S,"2196737","0","+35.9485541","-078.9513751","1","958","380","219","865","19","19","55","0","0","7"
"37","063","001801","3","370630018013",Block Group 3,G5030,S,"10226916","133312","+36.0420135","-078.8525257","1","3166","999","221","1792","1203","1","170","12","348","1379"
"37","063","001400","1","370630014001",Block Group 1,G5030,S,"461396","0","+35.9717704","-078.8894651","1","353","170","105","34","319","0","0","15","99","53"
"37","063","000200","3","370630002003",Block Group 3,G5030,S,"667162","0","+36.0098641","-078.8953973","1","1087","447","97","1020","60","7","0","0","55","187"
"37","063","002013","3","370630020133",Block Group 3,G5030,S,"2186915","109668","+35.8812351","-078.9089265","1","2094","854","218","1471","411","78","134","15","114","199"
"37","063","000200","2","370630002002",Block Group 2,G5030,S,"505600","0","+36.0052230","-078.8917734","1","1162","410","61","781","301","0","80","80","137","339"
"37","063","002018","1","370630020181",Block Group 1,G5030,S,"4487872","44390","+35.9236155","-079.0010377","1","2570","1530","1035","2220","187","78","85","151","418","46"
"37","063","002100","1","370630021001",Block Group 1,G5030,S,"44908509","2358378","+36.1271190","-078.8525515","0","2280","1047","633","1719","537","24","0","0","133","0"
"37","063","000101","1","370630001011",Block Group 1,G5030,S,"1853373","2847","+36.0192335","-078.8827502","1","1099","479","118","654","285","0","160","32","142","239"
"37","063","000101","2","370630001012",Block Group 2,G5030,S,"1551606","0","+36.0288595","-078.8838644","1","2051","825","237","525","1433","0","93","33","207","187"
"37","063","000102","1","370630001021",Block Group 1,G5030,S,"1562827","0","+36.0233113","-078.9036176","1","2302","1047","125","1309","724","42","227","86","523","717"
"37","183","053005","2","371830530052",Block Group 2,G5030,S,"2931315","0","+35.7175972","-078.7709014","1","2259","716","212","1992","60","142","65","10","47","0"
"37","063","000200","1","370630002001",Block Group 1,G5030,S,"1848594","0","+36.0095921","-078.8800271","0","1094","349","63","616","310","0","168","68","179","384"
"37","183","054204","2","371830542042",Block Group 2,G5030,S,"2969954","24108","+35.9947752","-078.5171473","1","2216","873","248","1669","378","23","146","0","167","57"
"37","183","054204","1","371830542041",Block Group 1,G5030,S,"3982737","29904","+35.9983330","-078.5035363","1","2983","976","292","2332","470","26","155","7","146","184"
"37","183","054211","2","371830542112",Block Group 2,G5030,S,"14868249","31337","+35.9495560","-078.4741562","1","11124","3607","902","9024","1226","212","662","18","203","699"
"37","183","054211","1","371830542111",Block Group 1,G5030,S,"22011399","232200","+35.9630049","-078.4488275","1","2873","1065","352","2584","173","70","46","0","149","176"
"37","183","054403","2","371830544032",Block Group 2,G5030,S,"14628998","255825","+35.8370013","-078.4117180","0","901","294","85","525","159","0","217","9","57","217"
"37","183","054404","2","371830544042",Block Group 2,G5030,S,"4530123","0","+35.8188148","-078.3780743","0","1330","415","145","711","393","13","213","0","16","292"
"37","183","054403","3","371830544033",Block Group 3,G5030,S,"9185784","53742","+35.8254243","-078.4443202","0","1328","521","224","1138","190","0","0","10","112","114"
"37","183","052808","2","371830528082",Block Group 2,G5030,S,"7567668","36199","+35.6825314","-078.5917127","1","3845","1292","288","2456","1183","35","171","84","259","833"
"37","183","053207","1","371830532071",Block Group 1,G5030,S,"67404797","10852063","+35.6130555","-078.9116757","0","2701","891","268","2389","217","0","95","0","117","357"
"37","183","053413","2","371830534132",Block Group 2,G5030,S,"35477664","571873","+35.6836935","-078.9406633","0","1434","555","220","1098","190","92","54","20","148","0"
"37","183","053414","1","371830534141",Block Group 1,G5030,S,"4273455","0","+35.7245923","-078.8832972","1","4865","1670","208","4609","0","86","170","0","216","173"
"37","183","053412","2","371830534122",Block Group 2,G5030,S,"13007614","44658","+35.7494694","-078.9288815","1","1232","367","111","839","163","230","0","0","33","0"
"37","183","053609","1","371830536091",Block Group 1,G5030,S,"15112124","1231948","+35.8532154","-078.8222844","1","1006","463","58","518","173","315","0","85","117","116"
"37","183","054104","1","371830541041",Block Group 1,G5030,S,"6187214","0","+35.8598744","-078.5408889","1","1408","647","203","829","457","102","20","13","160","31"
"37","183","054113","1","371830541131",Block Group 1,G5030,S,"8662763","212901","+35.8261708","-078.5287420","1","1723","658","237","859","580","87","197","14","230","208"
"37","063","000302","1","370630003021",Block Group 1,G5030,S,"609110","0","+36.0150113","-078.9030236","1","938","403","33","784","15","17","122","11","41","81"
"37","063","000302","2","370630003022",Block Group 2,G5030,S,"449051","0","+36.0114632","-078.9037838","1","1314","527","118","1138","108","46","22","24","87","285"
"37","063","000302","3","370630003023",Block Group 3,G5030,S,"663989","0","+36.0073160","-078.9065127","1","1567","643","112","1150","225","58","134","101","213","328"
"37","063","000401","1","370630004011",Block Group 1,G5030,S,"1285699","0","+36.0249817","-078.9270101","1","888","454","165","792","59","0","37","0","51","61"
"37","063","000401","2","370630004012",Block Group 2,G5030,S,"729340","0","+36.0194643","-078.9269897","1","1076","413","144","966","23","43","44","10","28","94"
"37","063","000401","3","370630004013",Block Group 3,G5030,S,"1344265","43208","+36.0194679","-078.9392616","1","936","358","109","845","54","16","21","12","40","45"
"37","063","000301","1","370630003011",Block Group 1,G5030,S,"902566","0","+36.0197132","-078.9105490","1","1108","546","77","444","491","18","155","59","280","258"
"37","063","000301","3","370630003013",Block Group 3,G5030,S,"261990","0","+36.0115601","-078.9146754","1","681","332","109","576","39","39","27","57","86","59"
"37","135","011203","1","371350112031",Block Group 1,G5030,S,"70038935","300499","+35.9841319","-079.2114165","0","2586","1089","438","2389","90","48","59","49","143","37"
"37","135","012100","4","371350121004",Block Group 4,G5030,S,"2152452","0","+35.9264718","-079.0131634","1","1926","921","298","1644","0","108","174","11","392","225"
"37","135","012100","2","371350121002",Block Group 2,G5030,S,"2714129","44526","+35.9112531","-079.0172614","1","2229","989","321","1802","116","175","136","13","165","43"
"37","135","011205","2","371350112052",Block Group 2,G5030,S,"3324351","18212","+35.9615431","-079.0289282","1","2782","1161","903","2185","131","403","63","66","36","131"
"37","135","012100","3","371350121003",Block Group 3,G5030,S,"1110987","0","+35.9301513","-079.0262738","1","1151","373","132","446","462","173","70","53","162","6"
"37","135","011205","3","371350112053",Block Group 3,G5030,S,"1829280","7612","+35.9501765","-079.0114445","1","2453","1056","193","922","658","587","286","54","206","100"
"37","135","010703","3","371350107033",Block Group 3,G5030,S,"259155","0","+35.9053419","-079.0815867","1","1480","732","85","670","286","437","87","113","383","44"
"37","135","011601","1","371350116011",Block Group 1,G5030,S,"232949","0","+35.9134022","-079.0511951","1","549","0","0","450","33","47","19","0","0","58"
"37","135","011205","1","371350112051",Block Group 1,G5030,S,"3338020","7678","+35.9669423","-079.0660324","1","3248","1026","243","1365","350","1238","295","0","105","123"
"37","135","011101","4","371350111014",Block Group 4,G5030,S,"8651821","304122","+36.0937294","-079.2356494","0","2780","1200","435","1812","728","41","199","29","401","293"
"37","135","011700","1","371350117001",Block Group 1,G5030,S,"548732","0","+35.9096587","-079.0589663","1","2852","473","110","2270","301","181","100","9","144","88"
"37","135","010902","1","371350109021",Block Group 1,G5030,S,"11639518","45473","+36.0263485","-079.0132309","0","1720","629","309","1123","306","0","291","0","201","782"
"37","135","010705","1","371350107051",Block Group 1,G5030,S,"2042820","14953","+35.9212868","-079.0889587","1","2270","998","409","1821","158","111","180","17","254","289"
"37","135","010705","2","371350107052",Block Group 2,G5030,S,"798670","0","+35.9200603","-079.0741060","1","1558","594","139","1196","340","0","22","94","249","223"
"37","135","011800","1","371350118001",Block Group 1,G5030,S,"3397275","2154","+35.9403359","-079.0667888","1","1272","508","63","861","287","88","36","26","283","75"
"37","135","011901","1","371350119011",Block Group 1,G5030,S,"3098755","32223","+35.9531352","-079.0486857","1","2609","948","331","1836","78","628","67","115","199","581"
"37","135","010705","3","371350107053",Block Group 3,G5030,S,"894385","0","+35.9078342","-079.0687958","1","1107","520","128","892","111","47","57","28","187","0"
"37","135","011800","2","371350118002",Block Group 2,G5030,S,"1875796","4156","+35.9268633","-079.0645080","1","1897","788","301","1599","94","187","17","22","201","69"
"37","135","010703","4","371350107034",Block Group 4,G5030,S,"483690","0","+35.9059939","-079.0753797","1","609","259","60","424","36","14","135","32","94","153"
"37","183","053405","3","371830534053",Block Group 3,G5030,S,"2752604","0","+35.7264564","-078.7870078","1","1016","608","408","909","41","57","9","100","134","29"
"37","183","053900","4","371830539004",Block Group 4,G5030,S,"28022569","3684893","+35.9866777","-078.5823520","1","3705","1197","541","3074","132","104","395","32","234","63"
"37","183","054115","4","371830541154",Block Group 4,G5030,S,"8403954","0","+35.7661025","-078.4857421","1","1605","634","137","1019","284","0","302","0","146","542"
"37","183","054208","1","371830542081",Block Group 1,G5030,S,"17849190","47935","+35.9390248","-078.5323529","1","9074","3594","1107","7336","1246","30","462","160","666","553"
"37","183","054209","2","371830542092",Block Group 2,G5030,S,"6439021","0","+35.9251270","-078.5165189","1","4280","1304","481","3427","427","90","336","0","67","121"
"37","183","054206","1","371830542061",Block Group 1,G5030,S,"7007537","0","+35.9662944","-078.5286135","1","5392","2289","938","4304","840","52","196","176","419","265"
"37","183","053604","2","371830536042",Block Group 2,G5030,S,"1842611","36909","+35.8116566","-078.8549843","1","2362","865","360","1670","47","586","59","25","41","55"
"37","183","980200","1","371839802001",Block Group 1,G5030,S,"21372533","332607","+35.8654838","-078.7490058","1","0","0","0","0","0","0","0","0","0","0"
"37","183","054404","3","371830544043",Block Group 3,G5030,S,"13723699","0","+35.8000128","-078.4040985","1","2113","869","249","1074","1013","0","26","121","205","12"
"37","183","053610","2","371830536102",Block Group 2,G5030,S,"6200453","322319","+35.8955613","-078.7980570","1","4129","2200","135","2577","970","401","181","36","194","530"
"37","183","052701","3","371830527013",Block Group 3,G5030,S,"2411412","7257","+35.8255352","-078.6224524","1","1978","738","83","691","348","10","929","35","259","872"
"37","183","053111","3","371830531113",Block Group 3,G5030,S,"5204660","4509","+35.6442255","-078.7191923","1","1491","579","180","897","335","0","259","0","141","164"
"37","063","001001","2","370630010012",Block Group 2,G5030,S,"607253","0","+35.9867794","-078.8772069","1","1421","515","111","359","843","21","198","157","371","440"
"37","063","001705","2","370630017052",Block Group 2,G5030,S,"3275583","45469","+36.0341183","-078.9403258","1","1936","896","468","1380","359","174","23","18","189","305"
"37","063","001705","3","370630017053",Block Group 3,G5030,S,"2111616","0","+36.0339062","-078.9186464","1","1392","643","201","1040","115","0","237","65","212","488"
"37","063","001706","1","370630017061",Block Group 1,G5030,S,"4175807","0","+36.0169849","-078.9713852","1","3169","1448","314","2049","616","335","169","88","395","222"
"37","063","001707","2","370630017072",Block Group 2,G5030,S,"4253545","25182","+36.0317294","-078.9667680","1","1843","729","359","1512","229","89","13","12","43","108"
"37","063","001707","1","370630017071",Block Group 1,G5030,S,"1795241","12728","+36.0486588","-078.9783040","0","858","395","286","740","50","48","20","0","70","18"
"37","063","001809","2","370630018092",Block Group 2,G5030,S,"4727170","98028","+35.9336413","-078.8248248","1","2362","884","253","1539","658","27","138","45","169","143"
"37","063","002200","1","370630022001",Block Group 1,G5030,S,"1538433","0","+35.9994119","-078.9017906","1","2091","1079","221","1324","609","80","78","81","264","149"
"37","063","001710","1","370630017101",Block Group 1,G5030,S,"2942108","14152","+36.0636766","-078.9159410","1","3297","1192","311","1582","1504","122","89","140","312","553"
"37","063","001710","2","370630017102",Block Group 2,G5030,S,"850333","6826","+36.0488535","-078.9136653","1","1597","594","125","292","958","49","298","36","228","266"
"37","063","001711","1","370630017111",Block Group 1,G5030,S,"2268388","23975","+36.0653126","-078.9244167","1","1216","539","222","614","472","82","48","37","169","248"
"37","063","001711","2","370630017112",Block Group 2,G5030,S,"854676","0","+36.0528800","-078.9239256","1","1706","869","97","582","933","0","191","170","414","376"
"37","063","001711","3","370630017113",Block Group 3,G5030,S,"802238","0","+36.0508238","-078.9324655","1","1543","850","93","546","783","14","200","121","414","371"
"37","063","002007","1","370630020071",Block Group 1,G5030,S,"1754856","6749","+35.9624742","-078.9306220","1","1752","875","517","1332","375","45","0","11","125","84"
"37","063","002013","1","370630020131",Block Group 1,G5030,S,"1620731","7835","+35.8973087","-078.9160920","1","1569","623","236","806","660","8","95","40","103","216"
"37","063","002026","2","370630020262",Block Group 2,G5030,S,"4218738","13488","+35.9466925","-078.8937351","1","3792","1536","241","390","2725","126","551","17","281","294"
"37","063","002015","1","370630020151",Block Group 1,G5030,S,"1285518","2104","+35.9669854","-078.9376877","1","3471","1283","54","1957","1103","24","387","217","545","1124"
"37","063","002015","2","370630020152",Block Group 2,G5030,S,"1246372","0","+35.9644801","-078.9506633","1","1693","783","114","973","377","85","258","0","304","421"
"37","063","002016","1","370630020161",Block Group 1,G5030,S,"1343199","5197","+35.9579777","-078.9693610","1","3081","1258","53","1431","941","296","413","80","448","1021"
"37","063","001603","1","370630016031",Block Group 1,G5030,S,"1942009","46969","+36.0749279","-078.9215538","1","497","231","117","406","37","0","54","0","34","0"
"37","063","001603","3","370630016033",Block Group 3,G5030,S,"4673996","119363","+36.1130343","-078.9158409","1","1323","493","287","994","229","0","100","44","120","277"
"37","063","001604","3","370630016043",Block Group 3,G5030,S,"12439216","56143","+36.1099577","-078.9393410","0","1633","663","331","950","492","170","21","0","138","42"
"37","063","001705","1","370630017051",Block Group 1,G5030,S,"2012027","18275","+36.0436735","-078.9195899","1","1722","736","335","1400","200","31","91","45","127","347"
"37","063","001707","3","370630017073",Block Group 3,G5030,S,"773938","23670","+36.0407160","-078.9640710","0","539","211","156","424","81","34","0","0","0","0"
"37","063","001708","1","370630017081",Block Group 1,G5030,S,"6335535","162678","+36.0702698","-078.8881501","1","5245","1791","659","1644","3399","60","142","235","526","822"
"37","063","001709","1","370630017091",Block Group 1,G5030,S,"1002836","11393","+36.0395415","-078.8754588","1","1376","425","27","403","889","0","84","0","151","485"
"37","063","001709","3","370630017093",Block Group 3,G5030,S,"6346979","8114","+36.0499088","-078.8842045","1","4716","2143","593","1011","3313","61","331","653","1115","447"
"37","063","001801","2","370630018012",Block Group 2,G5030,S,"963248","4697","+36.0119994","-078.8598348","1","1182","400","194","401","395","0","386","12","161","386"
"37","063","001802","1","370630018021",Block Group 1,G5030,S,"3636216","55287","+35.9986050","-078.8498063","1","2272","811","315","546","1394","47","285","63","331","753"
"37","063","001802","2","370630018022",Block Group 2,G5030,S,"1079486","7535","+35.9912908","-078.8458963","1","1986","723","88","515","1264","0","207","298","506","633"
"37","063","001802","3","370630018023",Block Group 3,G5030,S,"2474932","6863","+35.9843745","-078.8535315","1","2504","814","401","699","1584","74","147","31","286","489"
"37","063","002007","3","370630020073",Block Group 3,G5030,S,"923652","0","+35.9550179","-078.9422570","1","775","317","174","239","327","0","209","0","51","114"
"37","063","002009","1","370630020091",Block Group 1,G5030,S,"3366346","8163","+35.9638292","-078.8832107","0","2249","731","262","666","1463","0","120","84","249","660"
"37","063","002009","2","370630020092",Block Group 2,G5030,S,"1693537","0","+35.9578359","-078.9008427","1","1126","579","323","98","866","0","162","148","413","102"
"37","063","002009","3","370630020093",Block Group 3,G5030,S,"2308852","0","+35.9558169","-078.9181572","1","1677","650","266","244","1365","0","68","71","309","232"
"37","063","001001","3","370630010013",Block Group 3,G5030,S,"1172918","1044","+35.9803581","-078.8729322","1","1421","486","123","315","1106","0","0","29","269","168"
"37","183","052801","4","371830528014",Block Group 4,G5030,S,"666277","0","+35.6998950","-078.6234019","1","528","220","143","413","24","0","91","0","23","66"
"37","183","052802","1","371830528021",Block Group 1,G5030,S,"2392482","13056","+35.7163962","-078.6458910","1","1487","629","221","957","423","0","107","0","183","308"
"37","183","052802","3","371830528023",Block Group 3,G5030,S,"2281771","4640","+35.7060065","-078.6446074","0","2174","624","263","1674","500","0","0","46","105","781"
"37","183","053107","3","371830531073",Block Group 3,G5030,S,"10030711","24169","+35.5689206","-078.8254299","1","4775","1618","575","3583","915","65","212","60","356","632"
"37","183","053517","4","371830535174",Block Group 4,G5030,S,"597099","0","+35.7872070","-078.7754992","1","419","201","0","311","0","8","100","0","16","100"
"37","183","053517","2","371830535172",Block Group 2,G5030,S,"459469","0","+35.7890327","-078.7672174","1","674","267","114","410","52","70","142","0","70","142"
"37","183","053517","1","371830535171",Block Group 1,G5030,S,"2066424","0","+35.7843976","-078.7570667","1","2641","796","128","1548","216","143","734","21","322","1421"
"37","183","053505","2","371830535052",Block Group 2,G5030,S,"1311063","1565","+35.7588212","-078.7575668","1","1133","421","158","1034","11","88","0","0","41","9"
"37","183","053506","1","371830535061",Block Group 1,G5030,S,"751313","0","+35.7774509","-078.7757566","1","868","399","150","670","111","87","0","118","140","128"
"37","183","053506","2","371830535062",Block Group 2,G5030,S,"1108044","0","+35.7709804","-078.7724313","1","1184","498","217","995","97","14","78","0","90","78"
"37","183","053507","1","371830535071",Block Group 1,G5030,S,"789336","0","+35.7831920","-078.7852727","1","780","327","204","639","86","9","46","0","47","9"
"37","183","053518","1","371830535181",Block Group 1,G5030,S,"855652","17285","+35.7569187","-078.8056860","1","1395","644","281","1346","38","0","11","0","87","10"
"37","183","053518","2","371830535182",Block Group 2,G5030,S,"1239069","0","+35.7632401","-078.8093887","1","1348","551","172","1116","61","124","47","0","59","71"
"37","183","052701","2","371830527012",Block Group 2,G5030,S,"2878115","0","+35.8358509","-078.6114216","1","1773","784","154","797","386","0","590","15","249","644"
"37","183","052802","4","371830528024",Block Group 4,G5030,S,"2202037","4255","+35.6922225","-078.6441075","0","1480","553","382","1081","339","1","59","15","172","26"
"37","183","052803","1","371830528031",Block Group 1,G5030,S,"4219509","11033","+35.7216569","-078.6121001","0","2993","1245","394","1627","1293","21","52","124","568","531"
"37","183","053107","1","371830531071",Block Group 1,G5030,S,"10903477","0","+35.5631056","-078.7877011","1","3400","1060","400","2494","742","60","104","0","104","135"
